cord_uid_a,cord_uid_b,similarity,title_a,title_b
4dolxwet,rh9bx841,0.019216029,Schützt Androgenblockade bei Prostatakarzinom vor schwerem COVID-19-Verlauf?,Acknowledgement to Referees
sfarwvit,t1wg0zb7,0.019219948,So machen Vermittler ihren Betrieb zukunftsfest,State of the evidence: a survey of global disparities in clinical trials
8ezcu225,yor8o1xq,0.019224726,Enquiring minds.,Urticaire de l’enfant
5r2leevd,8d3z6dfw,0.01922595,Kündigung – Maskenpflicht – Anforderungen an ein Attest zur Befreiung : KSchG 1;BGB 242,COVID-19: biological factors in men's vulnerability
mje2exwt,fx92xnzt,0.019227082,Correction Details,Welche Phytos gegen Husten?
kux9vzn8,5iqu5iiz,0.019231461,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Secondary bacterial infections in patients with covid-19
g3o1lnfz,ffbchp74,0.019234275,Genomic search for COVID-19 severity clues,Rechtsprechung kurz berichtet
sfarwvit,cefi9krm,0.019237028,So machen Vermittler ihren Betrieb zukunftsfest,The perils of preprints
yqgcdt2n,fx92xnzt,0.01924085,The Value of the Tree of Life,Welche Phytos gegen Husten?
2w9zsz4m,ylly7loe,0.019241646,Aktuelles zur Brustkrebstherapie,Probability of Current COVID-19 Outbreaks in All US Counties
0j3da3wl,fx92xnzt,0.019246446,Knowing the goal: an inclusive economy that can address the public health challenges of our time,Welche Phytos gegen Husten?
gjwoezfa,2w9zsz4m,0.019263454,Neurology: Seizures in younger dogs and cats,Aktuelles zur Brustkrebstherapie
2w9zsz4m,n3fjos4l,0.0192679,Aktuelles zur Brustkrebstherapie,Exploration of potential risk factors for COVID-19 severity in patients participating in oncology clinical trials
7ljhd62b,47ol5hek,0.019269835,COVID-19 – Eine neue Herausforderung,Association between Variability of Metabolic Risk Factors and Cardiometabolic Outcomes
fh4s6y70,8xtexo2z,0.01927354,Setting the Limits of Consultations,Marktführer gesucht
m5wlk26r,jve61swg,0.019279424,COVID-19 trifft auf angeborene Herzfehler,Racial and Ethnic Disparities in COVID-19: Evidence from Six Large Cities
mp287198,fouh4jhs,0.019286687,"Secondary hemophagocytic lymphohistiocytosis, HScore and COVID-19",Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
2jw52x9o,0vlkahyu,0.019293668,The impact of COVID-19 on local government stakeholders' perspectives on local food production,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
zpo4us36,2mtfe7p1,0.019295976,Versorgung von Krebspatienten leidet,Industry News
6eckggwm,fx92xnzt,0.019298565,Biomaterial and Therapeutic Applications,Welche Phytos gegen Husten?
ekkf4hc2,2w9zsz4m,0.019301508,Physicians Abstracts,Aktuelles zur Brustkrebstherapie
pdiugu3w,d1q2a446,0.01930572,Schlange stehen für einen Piks,Issues and Events
pdiugu3w,n0gyhuve,0.01930572,Schlange stehen für einen Piks,Issues and Events
sy9p8a8k,6ho4ox2e,0.019313533,Initial Observations of COVID-19 in US Children,Pädiatrie aktuell – Forschung kurz notiert
zykiqask,zpo4us36,0.019320158,Regional entrepreneurial ecosystems: learning from forest ecosystems,Versorgung von Krebspatienten leidet
y74zr7fn,6ho4ox2e,0.019320307,"To immunosuppress: whom, when and how? That is the question with COVID-19",Pädiatrie aktuell – Forschung kurz notiert
mkyhlb8w,sfarwvit,0.019320779,World News.,So machen Vermittler ihren Betrieb zukunftsfest
kmsz4jdk,46z4663u,0.019327823,Hyperlipasemia in Hospitalized COVID-19 Patients,Endlich Farbe bekennen
3dqljzjm,8mfjlpkp,0.019338727,An EUA for tocilizumab (Actemra) for COVID-19,This too shall pass.
2jw52x9o,fx92xnzt,0.019348482,The impact of COVID-19 on local government stakeholders' perspectives on local food production,Welche Phytos gegen Husten?
fx92xnzt,hexeewux,0.019351562,Welche Phytos gegen Husten?,Telecardiology during the Covid-19 pandemic: past mistakes and future hopes.
0cmq4kev,3dqljzjm,0.019353611,This usually goes much better than this.,An EUA for tocilizumab (Actemra) for COVID-19
ffbchp74,iuv6n0l7,0.019357797,Rechtsprechung kurz berichtet,The Adjacent Possible in Primary Care.
ffbchp74,vl71x65z,0.019361421,Rechtsprechung kurz berichtet,Three important events to reaffirm three important elements in global COVID-19 management
ekkf4hc2,17trii16,0.019362578,Physicians Abstracts,Endlich mehr Honorar für COVID-19-lmpfungen
y71oxj6u,fx92xnzt,0.019367581,Volume 6 Indexes,Welche Phytos gegen Husten?
2w9zsz4m,758irfoj,0.019369237,Aktuelles zur Brustkrebstherapie,Drugs being investigated for children with COVID-19
6eewbhh3,ffbchp74,0.019373152,Interpreting Transmissibility of COVID-19 in Children,Rechtsprechung kurz berichtet
17trii16,wvcabi5j,0.019388247,Endlich mehr Honorar für COVID-19-lmpfungen,Parasitology in the times of COVID-19
ikdfxl8f,kux9vzn8,0.019389685,Cardiovascular manifestations of COVID-19,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation
kux9vzn8,yqbbep8v,0.019389685,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,[Cardiovascular manifestations of COVID-19]
pyc7gj1p,6ho4ox2e,0.019397521,Face masks - a sustainable measure to mitigate COVID-19,Pädiatrie aktuell – Forschung kurz notiert
sfarwvit,bbih3qdm,0.019403357,So machen Vermittler ihren Betrieb zukunftsfest,"Facts, not Fear: Safety of Hydroxychloroquine."
fxiexil9,2w9zsz4m,0.019409783,Killer queens and supergenes.,Aktuelles zur Brustkrebstherapie
mopha671,m5wlk26r,0.019413855,"Gender, age and comorbidities as the main prognostic factors in patients with COVID-19 pneumonia",COVID-19 trifft auf angeborene Herzfehler
8xtexo2z,4e9rqj21,0.019417785,Marktführer gesucht,Immunophenotyping for Risk Stratification of Patients with COVID-19
hesoiyvt,0vlkahyu,0.019421361,"SoSyM reflections: the 2020 ""State of the Journal"" report",Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
ol3sih3x,f608irm6,0.019421771,Kaggle Competitions in the Classroom: Retrospectives and Recommendations,Kardiale Folgen von COVID-19
vz19fv9d,0vlkahyu,0.019422807,Technological infrastructure for remote classes in Brazilian public schools during the COVID-19 pandemic,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
17trii16,w6n32mfk,0.019433798,Endlich mehr Honorar für COVID-19-lmpfungen,Flavivirus Persistence in Wildlife Populations
i6x2enlw,17trii16,0.019434683,Anaphylaxis on COVID-19 Vaccines,Endlich mehr Honorar für COVID-19-lmpfungen
xslady0w,17trii16,0.019440275,Job Hunting,Endlich mehr Honorar für COVID-19-lmpfungen
xamgedfq,p81l6zvz,0.019442016,Variability Matters,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?
fouh4jhs,g8a930tu,0.019443259,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren,Skin of Infants and Children: Dermatological Manifestations of COVID-19 in Children.
4coluqp2,17trii16,0.01944927,Structures of the Mononegavirales Polymerases,Endlich mehr Honorar für COVID-19-lmpfungen
l720mqb6,a9jyx7wb,0.01944998,Aus der Not eine Tugend gemacht,Risk Factors of COVID-19 Patients
2w9zsz4m,z74mk342,0.019453214,Aktuelles zur Brustkrebstherapie,Infections: Viruses
7ljhd62b,sax7qc85,0.019456733,COVID-19 – Eine neue Herausforderung,Tocilizumab in Hospitalized Patients With COVID-19 Pneumonia
oyplh9cn,fouh4jhs,0.019457562,Neurological manifestations as primary presentation of COVID‐19 in hospitalized patients,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
efdjg5g1,7ljhd62b,0.019459039,Glucocorticoids save lives in COVID-19 patients,COVID-19 – Eine neue Herausforderung
l94e36mn,fx92xnzt,0.019466856,Sustainability and Resilience of Emerging Cities in Times of COVID-19,Welche Phytos gegen Husten?
sfarwvit,ck8cqbtj,0.019477578,So machen Vermittler ihren Betrieb zukunftsfest,COVID-19 and obesity: specific clinical and laboratory features
dzzxxztl,fx92xnzt,0.01949111,Clinical characteristics of nutritional indicators in patients with Covid-19,Welche Phytos gegen Husten?
iw6ooopp,bhimxnxq,0.019510116,COVID-19-Pandemie: Was wissen wir – was können wir empfehlen?: Ein Kommentar der Herausgeber,Serological characteristics of COVID-19 patients.
qzq9zq8k,fx92xnzt,0.019512055,Health professional students' perceptions and experiences of remote learning during the COVID-19 pandemic,Welche Phytos gegen Husten?
7kj3ttsm,8xtexo2z,0.019515444,The molecular footprints of COVID-19,Marktführer gesucht
ffbchp74,gqsgldzr,0.019515548,Rechtsprechung kurz berichtet,Characteristics of COVID-2019 in areas epidemic from imported cases
dzzxxztl,fouh4jhs,0.01951903,Clinical characteristics of nutritional indicators in patients with Covid-19,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
860rjeug,fx92xnzt,0.019520022,Introductions to the Community: Early-Career Researchers in the Time of COVID-19,Welche Phytos gegen Husten?
zh834e6j,fx92xnzt,0.019520022,Introductions to the Community: Early-Career Researchers in the Time of COVID-19.,Welche Phytos gegen Husten?
x6yqxgg9,fx92xnzt,0.019520022,Introductions to the Community: Early-Career Researchers in the Time of COVID-19,Welche Phytos gegen Husten?
ci0hf70x,17trii16,0.019532211,Do doctors have to have the covid-19 vaccine?,Endlich mehr Honorar für COVID-19-lmpfungen
p81l6zvz,oixxx7vg,0.019532219,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Health coaching.
qkc0v9xq,f608irm6,0.019533424,MLFW: A Database for Face Recognition on Masked Faces,Kardiale Folgen von COVID-19
lq92mlhs,ol3sih3x,0.01953905,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,Kaggle Competitions in the Classroom: Retrospectives and Recommendations
pbflhjz0,kcl0uzdg,0.019540492,Clinical characteristics and outcomes of COVID-19 patients with prediabetes,Budesonid verhindert bei COVID-19 Übergang zu schwerem Verlauf
mdd60ic7,gx6ikkwm,0.019542744,Acknowledgement to Referees,Verbraucherverschuldung und -überschuldung in Zeiten von COVID-19
gx6ikkwm,se2s9c5j,0.019542744,Verbraucherverschuldung und -überschuldung in Zeiten von COVID-19,Acknowledgement to Referees
gx6ikkwm,0ngl3naa,0.019542744,Verbraucherverschuldung und -überschuldung in Zeiten von COVID-19,Acknowledgement to Referees
gx6ikkwm,eej8qb9t,0.019542744,Verbraucherverschuldung und -überschuldung in Zeiten von COVID-19,Acknowledgement to Referees.
gx6ikkwm,2un48l2e,0.019542744,Verbraucherverschuldung und -überschuldung in Zeiten von COVID-19,Acknowledgement to Referees
gx6ikkwm,s4bobqls,0.019542744,Verbraucherverschuldung und -überschuldung in Zeiten von COVID-19,Acknowledgement to referees
gx6ikkwm,dbo18qfk,0.019542744,Verbraucherverschuldung und -überschuldung in Zeiten von COVID-19,Acknowledgement to Referees
gx6ikkwm,rh9bx841,0.019542744,Verbraucherverschuldung und -überschuldung in Zeiten von COVID-19,Acknowledgement to Referees
eb8dhgh3,fouh4jhs,0.019545892,Family businesses under COVID-19: Inspiring models – Sometimes,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
qj0nwynn,ffbchp74,0.019548697,Innovating past barriers,Rechtsprechung kurz berichtet
7ljhd62b,yrcbqi3j,0.019549012,COVID-19 – Eine neue Herausforderung,"Contacts of healthcare workers, patients and visitors in general wards in Singapore."
k0xqoyx8,29xi5zs5,0.019551914,Stille Hypoxie bei COVID-19: Eine Fallserie,Hematologic Complications
8o7ebixz,6ho4ox2e,0.019562561,Identification of the Most Critical Factors in Bankruptcy Prediction and Credit Classification of Companies,Pädiatrie aktuell – Forschung kurz notiert
xqhxra2p,kmsz4jdk,0.019571558,Akutrehabilitation nach COVID‑19‑Infektion: Eine ausgewählte Fallserie,Hyperlipasemia in Hospitalized COVID-19 Patients
y1wpc0dk,kdol990p,0.01957629,People + Companies,Jeden Verdacht melden!
kdol990p,9bdiz5pz,0.01957629,Jeden Verdacht melden!,People + Companies
sfarwvit,gfoe9x2c,0.019577399,So machen Vermittler ihren Betrieb zukunftsfest,Predictors of morbidity and mortality in COVID-19
x7o8v1rl,ffbchp74,0.019581633,Elastomeric Respirators for All Healthcare Workers,Rechtsprechung kurz berichtet
m1bj3917,kux9vzn8,0.01959051,COVID-19 DATA FROM THE PRIMARY CARE POPULATION OF THE CAPTURE STUDY,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation
8axyyj0y,0vlkahyu,0.01959502,Anthropological Perspectives on the Health Transition,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
7ljhd62b,p0e9lolf,0.019595567,COVID-19 – Eine neue Herausforderung,Nursing Home Staff Networks and COVID-19
kux9vzn8,gfoe9x2c,0.019595718,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Predictors of morbidity and mortality in COVID-19
xtvj6yyj,vskya7f0,0.019597176,Legaltech in Public Administration: Prospects and Challenges,So viele Praxen haben Kurzarbeit angemeldet
ry1gk2eh,3dqljzjm,0.01959795,The knowledge norm of assertion: keep it simple,An EUA for tocilizumab (Actemra) for COVID-19
zudabpei,m5wlk26r,0.019601038,COVID-19 Deaths: Reasons and Rationale,COVID-19 trifft auf angeborene Herzfehler
jzoj084m,pdiugu3w,0.01960298,COVID-19: Risk factors for critical illness,Schlange stehen für einen Piks
m1tx74tc,0vlkahyu,0.019609721,Guest editorial,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
8mdet6dx,ffbchp74,0.019615186,Learning Invariant Representations across Domains and Tasks,Rechtsprechung kurz berichtet
k0xqoyx8,07xwlau9,0.019618368,Stille Hypoxie bei COVID-19: Eine Fallserie,Respiratory Diseases of Rodents
xqhxra2p,rkm0mv2x,0.019619167,Akutrehabilitation nach COVID‑19‑Infektion: Eine ausgewählte Fallserie,Challenges of caregiving to neurological patients
ji2t9izt,hrbxg1yg,0.019623017,NEWS can predict deterioration of patients with COVID-19,Es gibt Hoffnung
jm412em4,17trii16,0.01962356,Not COVID Toes: Pool Palms and Feet in Pediatric Patients.,Endlich mehr Honorar für COVID-19-lmpfungen
3v5ss87p,fx92xnzt,0.01962398,Publishing during COVID‐19: Lessons for health professions education research,Welche Phytos gegen Husten?
7ljhd62b,29l6w4yn,0.019627912,COVID-19 – Eine neue Herausforderung,COVID-19—the risk of secondary transmission among households quantified
2qe2raf3,7ljhd62b,0.019627918,"Primary hand motor representation areas in healthy children, preadolescents, adolescents, and adults",COVID-19 – Eine neue Herausforderung
kux9vzn8,rpqda9pq,0.019630311,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,COVID-19 targets human adrenal glands
p81l6zvz,e6a03b5e,0.019630495,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Government agencies.
c9xmzst6,0vlkahyu,0.019634465,The challenges of international comparisons of COVID-19,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
2w9zsz4m,g4ykrivv,0.019636892,Aktuelles zur Brustkrebstherapie,COVID-19 outcomes in patients with hematologic disease
sfarwvit,po9mtuaq,0.01963867,So machen Vermittler ihren Betrieb zukunftsfest,Patient perspective of participation in COVID-19 clinical trials
kc5owunn,17trii16,0.019640088,Public Health and Disasters,Endlich mehr Honorar für COVID-19-lmpfungen
mwd5zkxj,fx92xnzt,0.019640308,Mobile Educational Applications: Remote Usability Study,Welche Phytos gegen Husten?
ryq1asf3,cl81y08y,0.01964122,Geographical Readings of COVID-19,Auf dem Weg zu einer nachhaltigen Mobilität
e96dt5ww,kcl0uzdg,0.01964425,Dental Aerosols,Budesonid verhindert bei COVID-19 Übergang zu schwerem Verlauf
e6a03b5e,17trii16,0.019646337,Government agencies.,Endlich mehr Honorar für COVID-19-lmpfungen
kux9vzn8,hzip08oy,0.019648531,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Benzothiazoles as potential antiviral agents
kux9vzn8,f4weargw,0.019650366,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,ROTAVIRUS INFECTIONS OF NEONATES
yl0gtmu9,fx92xnzt,0.019650992,"An analysis of the relationships between human, technological and physical factors in the retail banking sector",Welche Phytos gegen Husten?
kux9vzn8,i7fs68g5,0.019654116,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Infectious Diseases of Children
nc7tor08,7ljhd62b,0.019660281,"Presenteeism in Nurses: Prevalence, Consequences, and Causes From the Perspectives of Nurses and Chief Nurses",COVID-19 – Eine neue Herausforderung
d6su39tw,rqhafbza,0.019664025,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion,Barriers to Mental Health Services for Parents and Siblings of Children with Special Health Care Needs
4nhxmlad,sfarwvit,0.019664185,Neuropsychiatric Complications of COVID-19,So machen Vermittler ihren Betrieb zukunftsfest
x9z9wb6v,0vlkahyu,0.019678066,Work from Home During the Pandemic: The Impact of Organizational Factors on the Productivity of Employees in the IT Industry,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
17trii16,r7bopbxx,0.019680446,Endlich mehr Honorar für COVID-19-lmpfungen,Our Shared Purpose: Strength in Community
8ezcu225,nt825lnq,0.019688189,Enquiring minds.,La farmacia hospitalaria en tiempos de COVID-19
5iqu5iiz,sfarwvit,0.019695401,Secondary bacterial infections in patients with covid-19,So machen Vermittler ihren Betrieb zukunftsfest
0mn5b0vv,7ljhd62b,0.019699426,Response to Damiani and colleagues,COVID-19 – Eine neue Herausforderung
g971pmnp,0vlkahyu,0.019700708,The readability of official public health information on COVID‐19,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
kux9vzn8,wxjssuru,0.019704785,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Clinical features and potential risk factors for discerning the critical cases and predicting the outcome of patients with COVID-19
3dqljzjm,emtgt4ep,0.019706115,An EUA for tocilizumab (Actemra) for COVID-19,Connection in a time of disconnection
8ezcu225,m3wm5wly,0.019710908,Enquiring minds.,La GESTIÓN de la PANDEMIA de COVID-19 EN las RESIDENCIAS GERIÁTRICAS de CATALUÑA
mdd60ic7,nhrlm38k,0.019711336,Acknowledgement to Referees,Empfehlungen zur intensivmedizinischen Therapie von Patienten mit COVID-19
nhrlm38k,0ngl3naa,0.019711336,Empfehlungen zur intensivmedizinischen Therapie von Patienten mit COVID-19,Acknowledgement to Referees
nhrlm38k,se2s9c5j,0.019711336,Empfehlungen zur intensivmedizinischen Therapie von Patienten mit COVID-19,Acknowledgement to Referees
nhrlm38k,eej8qb9t,0.019711336,Empfehlungen zur intensivmedizinischen Therapie von Patienten mit COVID-19,Acknowledgement to Referees.
nhrlm38k,s4bobqls,0.019711336,Empfehlungen zur intensivmedizinischen Therapie von Patienten mit COVID-19,Acknowledgement to referees
nhrlm38k,2un48l2e,0.019711336,Empfehlungen zur intensivmedizinischen Therapie von Patienten mit COVID-19,Acknowledgement to Referees
nhrlm38k,dbo18qfk,0.019711336,Empfehlungen zur intensivmedizinischen Therapie von Patienten mit COVID-19,Acknowledgement to Referees
nhrlm38k,rh9bx841,0.019711336,Empfehlungen zur intensivmedizinischen Therapie von Patienten mit COVID-19,Acknowledgement to Referees
33nezniw,fx92xnzt,0.019713614,Reproducibility of step tests in patients with bronchiectasis.,Welche Phytos gegen Husten?
tgk61fds,f608irm6,0.01971505,COVID-19 Vaccines in Children and Adolescents,Kardiale Folgen von COVID-19
lq92mlhs,g8a930tu,0.019715492,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,Skin of Infants and Children: Dermatological Manifestations of COVID-19 in Children.
4zeaybg9,ffbchp74,0.019722113,AECNet: Attentive EfficientNet for Crowd Counting,Rechtsprechung kurz berichtet
iw6ooopp,kmsz4jdk,0.019736448,COVID-19-Pandemie: Was wissen wir – was können wir empfehlen?: Ein Kommentar der Herausgeber,Hyperlipasemia in Hospitalized COVID-19 Patients
6603ephy,6ho4ox2e,0.019737443,Covid-19 vaccines for kids,Pädiatrie aktuell – Forschung kurz notiert
6ho4ox2e,qga9663z,0.019737443,Pädiatrie aktuell – Forschung kurz notiert,Coronapod: Kids and COVID vaccines.
2w9zsz4m,po19keqv,0.019745976,Aktuelles zur Brustkrebstherapie,Myocardial injury and risk factors for mortality in patients with COVID-19 pneumonia
mrdg743n,3flfngu0,0.019748805,Recruiting Residents During COVID-19,Was bitte ist denn »Molekularbiologie«?
zsadls45,0y0pi54f,0.019750765,"COVID‐19, children and schools: overlooked and at risk",Bereit: Von der Normalstation zur Covid-19-Überwachungsstation
fouh4jhs,bzu0vp9q,0.019752959,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren,Risk factors and electrocardiogram characteristics for mortality of critical inpatients with COVID-19
qm0y1ftw,17trii16,0.01975674,Exploring the Impact of COVID-19 on Family Caregivers of Persons Living With Dementia in the Community,Endlich mehr Honorar für COVID-19-lmpfungen
4rrs7g3i,17trii16,0.01975674,Exploring the Impact of COVID-19 on Family Caregivers of Persons Living With Dementia in the Community,Endlich mehr Honorar für COVID-19-lmpfungen
kkzvzb8r,8ezcu225,0.019760111,RCT zur Radiatio gegen COVID-19,Enquiring minds.
cvlk80fl,0vlkahyu,0.01976506,News and Announcements,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
0vlkahyu,85atx0zp,0.01976506,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen,News and Announcements
8pahqgha,fx92xnzt,0.019768137,Foresight City,Welche Phytos gegen Husten?
txha6ibk,m5wlk26r,0.019771867,Evolutionary conflicts and adverse effects of antiviral factors,COVID-19 trifft auf angeborene Herzfehler
fouh4jhs,sv73oe5x,0.019772777,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren,Medicines for millions of patients
o5x72g1a,hrbxg1yg,0.01977849,Research Focus: Protas,Es gibt Hoffnung
7nnci4oq,0vlkahyu,0.019786306,Trends in US Health Insurance Coverage During the COVID-19 Pandemic,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
jiq6uxbw,0vlkahyu,0.019788072,Work-life balance.,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
znsjqn3m,sfarwvit,0.019789983,Class - the ignored determinant of the nation's health.,So machen Vermittler ihren Betrieb zukunftsfest
sfarwvit,49xllcu2,0.019797347,So machen Vermittler ihren Betrieb zukunftsfest,State of the climate in 2020
mln07ka4,fouh4jhs,0.019800326,COVID-19 mortality risk for older men and women,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
pci9c20a,ffbchp74,0.019800566,Surface swabbing could predict COVID-19 cases,Rechtsprechung kurz berichtet
lw7bnxy6,2w9zsz4m,0.019804157,Keep mental health in mind,Aktuelles zur Brustkrebstherapie
2w9zsz4m,agbaiplw,0.019804157,Aktuelles zur Brustkrebstherapie,Keep mental health in mind.
3b8v5wju,7ljhd62b,0.019809075,Retinal findings in patients with COVID-19,COVID-19 – Eine neue Herausforderung
bpz6skgv,m5wlk26r,0.019810513,Critical care,COVID-19 trifft auf angeborene Herzfehler
d6su39tw,021yl3lg,0.019815857,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion,Fear and Worrying About Health
n54036de,6ho4ox2e,0.019820265,COVID-19 in children: reasons for uneventful clinical course,Pädiatrie aktuell – Forschung kurz notiert
2w9zsz4m,m6f85z27,0.019820973,Aktuelles zur Brustkrebstherapie,Care for Incarcerated Patients Hospitalized with COVID-19
ci1dt2cv,fx92xnzt,0.01983306,Ensemble Machine Learning of Factors Influencing COVID-19 Across US Counties,Welche Phytos gegen Husten?
wwuebui7,wq612zzs,0.019843046,Events calendar,Coronaimpfung: Ärztliche Beratung kann Impfbereitschaft steigern
an3twhzi,wq612zzs,0.019843046,Events calendar,Coronaimpfung: Ärztliche Beratung kann Impfbereitschaft steigern
uk6m7ry1,wq612zzs,0.019843046,Events calendar,Coronaimpfung: Ärztliche Beratung kann Impfbereitschaft steigern
ffbchp74,c4szyk26,0.01984353,Rechtsprechung kurz berichtet,"Trials and tribulations: so many potential treatments, so few answers"
3ekxc20y,emzgqxj7,0.01984957,dvs Informationen,Looking Beyond: Toward a Psychoanalytic Future.
fx92xnzt,cmf1sito,0.019849887,Welche Phytos gegen Husten?,Ecological Niche Modeling: An Introduction for Veterinarians and Epidemiologists
3b8v5wju,m5wlk26r,0.019856423,Retinal findings in patients with COVID-19,COVID-19 trifft auf angeborene Herzfehler
7c2rw1f5,7ljhd62b,0.01985988,Editors’ page,COVID-19 – Eine neue Herausforderung
7ljhd62b,w6vbc2ak,0.019862069,COVID-19 – Eine neue Herausforderung,"COVID-19 in childhood: Transmission, clinical presentation, complications and risk factors"
7ljhd62b,wvcabi5j,0.01986517,COVID-19 – Eine neue Herausforderung,Parasitology in the times of COVID-19
r68za4cr,m5wlk26r,0.019873928,The safeguarding implications of COVID-19,COVID-19 trifft auf angeborene Herzfehler
2w9zsz4m,l9z309su,0.01987666,Aktuelles zur Brustkrebstherapie,COVID-19 and the violence against women and girls: 'The shadow pandemic'
93l3fsra,d6su39tw,0.019878034,Guest editors-in-chief note to COVID-19 special issue,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
gocx5e7v,hrbxg1yg,0.019880606,Traumatic Times [MicroBusiness],Es gibt Hoffnung
4gyoxd6j,sfarwvit,0.019891765,"Characteristics and outcomes of an international cohort of 400,000 hospitalised patients with Covid-19",So machen Vermittler ihren Betrieb zukunftsfest
k0xqoyx8,hq6y67rz,0.019896379,Stille Hypoxie bei COVID-19: Eine Fallserie,Courses and Conferences
fvlc2jnl,yzbi7r6h,0.019897347,Publishing in the time of COVID-19,N-(2-(1h-indol-3-yl)ethyl)-2-(6-methoxynaphthalen-2-yl)propanamide
yzbi7r6h,2j0v461a,0.019897347,N-(2-(1h-indol-3-yl)ethyl)-2-(6-methoxynaphthalen-2-yl)propanamide,Publishing in the time of covid.
7kj3ttsm,kcl0uzdg,0.019899372,The molecular footprints of COVID-19,Budesonid verhindert bei COVID-19 Übergang zu schwerem Verlauf
wud08mb0,fouh4jhs,0.01990429,The Perception of Market and Economic Risks by Owners and Managers of Enterprises in the V4 Countries,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
nrdlnw7d,0vlkahyu,0.019908912,"Design Research Education and Global Concerns,",Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
v5o2vz2d,0vlkahyu,0.019911302,All Eyes on Me,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
rp5lkicy,8xtexo2z,0.019912187,"COVID-19 Impacts on Cycling, 2019–2020",Marktführer gesucht
rnvd8vyx,fx92xnzt,0.019919658,The Rural and Nature Tourism Development Potential in Islands,Welche Phytos gegen Husten?
p81l6zvz,yvq1y7ee,0.019925246,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,"CrossFit® – Development, Benefits and Risks"
qzq9zq8k,0vlkahyu,0.019925997,Health professional students' perceptions and experiences of remote learning during the COVID-19 pandemic,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
p4ettcgi,m5wlk26r,0.019935813,Serological Tests for COVID‐19: Potential Opportunities,COVID-19 trifft auf angeborene Herzfehler
6603ephy,m5wlk26r,0.01993837,Covid-19 vaccines for kids,COVID-19 trifft auf angeborene Herzfehler
m5wlk26r,qga9663z,0.01993837,COVID-19 trifft auf angeborene Herzfehler,Coronapod: Kids and COVID vaccines.
oyplh9cn,hrbxg1yg,0.019946339,Neurological manifestations as primary presentation of COVID‐19 in hospitalized patients,Es gibt Hoffnung
fd9vwx42,g3ypisig,0.01994879,Focused and Other,Riechstörungen bei COVID-19 – aktueller Wissensstand
